transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,transaction_month
1160,73,1722,15/12/2017,,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499,"$1,612.25",December
1161,42,2883,02/04/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",34071,$199.10,April
1162,57,2385,24/07/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259,"$1,630.25",July
1163,85,2667,29/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,38482,$547.28,August
1164,54,1676,09/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,42226,"$1,279.40",August
1165,88,3045,01/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,37539,$817.36,October
1166,9,3410,03/05/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549,$75.14,May
1167,71,2356,03/06/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996,$737.17,June
1170,91,1406,16/07/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,38193,$128.46,July
1171,86,3360,12/03/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,March
1172,0,2099,25/03/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,42218,$75.48,March
1173,8,2646,16/02/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",37838,$187.39,February
1175,83,641,05/01/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533,"$1,408.91",January
1176,92,1179,26/07/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,35160,"$1,630.25",July
1177,15,1127,16/08/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693,$209.84,August
1179,54,1860,09/05/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,37823,"$1,279.40",May
1180,2,145,24/11/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245,$17.87,November
1182,38,2576,24/05/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618,$751.02,May
1183,43,3339,23/04/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498,$502.47,April
1184,35,629,23/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,October
1186,96,198,25/07/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539,$129.01,July
1187,68,1951,06/04/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,33879,"$1,592.19",April
1188,44,2327,19/05/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672,"$1,660.88",May
1191,4,3354,19/03/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38216,$451.65,March
1192,55,3157,31/10/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,33259,"$1,295.43",October
1194,28,1944,22/07/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",42560,$187.39,July
1196,78,3439,27/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38206,"$1,055.82",August
1198,84,690,08/08/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,42218,$75.48,August
1199,10,2583,29/09/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701,"$1,103.43",September
1200,0,86,21/06/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,38647,$14.23,June
1202,70,72,10/08/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,36668,$198.29,August
1204,94,3397,28/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434,$641.64,May
1205,44,2386,22/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672,"$1,660.88",November
1206,49,177,07/07/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170,$327.98,July
1207,47,732,22/06/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991,$189.28,June
1208,34,3052,06/11/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698,$309.81,November
1211,77,2719,20/12/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553,$445.21,December
1212,23,3250,10/06/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,37626,$817.36,June
1213,90,343,27/05/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482,$72.60,May
1214,0,215,09/10/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,42172,$45.96,October
1215,6,2372,24/08/2017,TRUE,Cancelled,OHM Cycles,Standard,high,medium,227.88,$136.73,37659,$91.15,August
1216,61,3465,29/07/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,36145,$64.51,July
1217,16,1234,29/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586,$182.81,July
1218,15,1669,01/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,40779,"$1,279.40",November
1219,87,1897,14/02/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,36145,$471.60,February
1220,96,2016,02/05/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",34556,$129.01,May
1222,93,1519,09/10/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,35560,$583.27,October
1224,30,1482,07/05/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,33552,$299.27,May
1225,79,3294,29/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873,$737.57,October
1226,6,1165,25/02/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,33552,$299.27,February
1227,71,2152,05/07/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996,$737.17,July
1230,96,2191,08/02/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",33364,$129.01,February
1231,10,1398,14/08/2017,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34556,"$1,103.43",August
1233,6,2465,26/04/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,42560,$91.15,April
1234,3,2046,08/05/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,36498,"$1,702.55",May
1235,18,2478,04/04/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345,$143.82,April
1236,12,365,10/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193,"$1,055.82",February
1237,35,259,03/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,December
1238,0,1640,27/02/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,33888,$57.73,February
1240,6,346,26/04/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659,$91.15,April
1242,54,457,03/04/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,33552,"$1,028.76",April
1243,69,2407,04/08/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,35455,$445.21,August
1244,50,3498,21/02/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668,$43.97,February
1245,28,1120,28/10/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455,$133.78,October
1247,81,1812,14/04/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429,$64.51,April
1248,74,503,14/07/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,38859,$827.16,July
1249,1,713,16/03/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,March
1251,80,803,17/06/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047,$872.89,June
1253,58,2220,30/03/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,36146,$771.12,March
1254,10,1830,04/04/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499,"$1,612.25",April
1256,52,1428,06/12/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670,$957.02,December
1258,21,2222,01/11/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160,$690.49,November
1259,16,386,18/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586,$182.81,July
1261,17,210,10/06/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,40487,$409.86,June
1262,0,2679,06/10/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143,$179.44,October
1263,37,1029,08/03/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361,"$1,544.61",March
1264,99,3095,24/11/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",37220,$189.28,November
1266,38,1572,09/10/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41848,"$1,702.55",October
1267,18,911,04/11/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345,$143.82,November
1268,60,2548,04/08/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40779,$217.51,August
1269,80,2103,07/06/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455,$139.23,June
1270,1,3233,11/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,37659,$448.68,October
1271,52,2472,06/10/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,39031,$957.02,October
1272,0,1759,17/06/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647,$167.21,June
1274,93,539,22/07/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750,$583.27,July
1278,81,2048,21/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498,$502.47,October
1280,3,3102,28/03/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40779,"$1,702.55",March
1281,0,2500,19/02/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,41047,$179.44,February
1282,97,3491,02/02/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458,$50.66,February
1283,0,397,09/08/2017,FALSE,Approved,,,,,850,,,$850.00,August
1284,38,2317,29/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618,$751.02,July
1285,57,2290,26/02/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,40779,"$1,630.25",February
1286,11,2856,24/12/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,34244,$509.97,December
1287,35,1918,13/10/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527,$903.11,October
1288,50,1419,28/02/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,42295,$43.97,February
1293,67,1931,01/01/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647,$167.21,January
1294,12,2311,09/04/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216,"$1,069.55",April
1295,93,158,08/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833,$834.94,June
1296,0,3375,24/10/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,38258,$91.15,October
1297,43,3255,15/09/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873,$737.57,September
1298,93,743,02/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,38002,$834.94,June
1299,70,668,29/01/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105,$198.29,January
1300,75,604,21/05/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859,"$1,010.02",May
1302,25,2008,25/05/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404,$709.34,May
1305,9,2161,28/08/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549,$75.14,August
1306,46,1356,20/11/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361,"$1,544.61",November
1307,62,1843,23/04/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,40649,$179.44,April
1308,0,1908,16/08/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,33364,$143.36,August
1309,76,2435,29/08/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922,$128.46,August
1311,3,1625,08/03/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,39298,"$1,702.55",March
1312,75,2774,26/02/2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859,"$1,010.02",February
1313,64,1473,03/09/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,42145,$872.89,September
1314,5,3469,04/06/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,39298,$114.93,June
1316,64,2540,04/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,42105,$872.89,August
1318,12,3478,08/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216,"$1,069.55",June
1319,97,414,01/03/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549,$75.14,March
1323,7,2380,24/02/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,40649,$745.94,February
1324,91,643,16/06/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,34556,$25.09,June
1326,91,756,28/03/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,41434,$25.09,March
1328,52,1641,27/04/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220,$450.77,April
1329,73,54,07/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,38193,"$1,612.25",October
1330,90,2261,25/04/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,37539,$72.60,April
1331,31,2881,13/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031,$57.73,February
1335,18,1969,30/09/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,40670,$143.82,September
1337,53,635,21/09/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,34170,$693.76,September
1338,98,677,20/10/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002,$143.36,October
1340,90,442,18/02/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482,$72.60,February
1341,39,1533,17/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,35560,"$1,230.27",September
1342,88,226,03/04/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145,$817.36,April
1344,81,3216,19/06/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,38206,$64.51,June
1345,76,3254,29/11/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922,$128.46,November
1347,71,3373,01/10/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996,$737.17,October
1348,40,918,10/05/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823,"$1,295.43",May
1349,38,406,17/02/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167,"$1,702.55",February
1350,86,2223,12/01/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,January
1351,1,1196,28/06/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,June
1352,66,999,15/08/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42295,$574.62,August
1353,43,1576,20/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498,$502.47,April
1354,46,1872,30/07/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,37668,"$1,215.34",July
1355,92,1864,28/02/2017,,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626,$155.65,February
1356,4,3251,27/03/2017,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146,"$1,383.61",March
1357,35,853,23/05/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527,$903.11,May
1359,35,935,27/03/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,35052,$903.11,March
1360,3,3289,17/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40670,"$1,702.55",August
1361,88,613,18/10/2017,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586,$182.81,October
1364,36,1771,08/08/2017,TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052,$437.46,August
1366,65,1793,20/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,40487,"$1,028.76",February
1367,13,1403,19/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560,$574.62,July
1370,52,347,18/01/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,35455,$450.77,January
1371,100,3352,23/11/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364,$830.24,November
1373,72,566,04/01/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,34143,$771.12,January
1374,33,616,29/09/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",39526,$199.10,September
1375,63,2812,04/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,33455,"$1,230.30",October
1378,58,137,25/03/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220,$450.77,March
1379,13,3128,09/03/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,38750,$751.02,March
1380,76,957,02/06/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,42226,$128.46,June
1381,61,114,21/10/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172,$14.23,October
1382,96,1393,29/12/2017,,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539,$129.01,December
1384,57,1389,21/02/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259,"$1,630.25",February
1385,73,1130,29/05/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499,"$1,612.25",May
1387,80,1814,27/06/2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455,$139.23,June
1389,94,486,15/02/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,34556,$641.64,February
1390,49,3474,15/08/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35707,$133.38,August
1392,70,1541,21/10/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,38193,$198.29,October
1397,86,2603,20/04/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698,$309.81,April
1398,15,2985,28/07/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,35378,$209.84,July
1400,19,3244,09/12/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880,$4.80,December
1401,99,2965,20/09/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991,$189.28,September
1403,0,2891,01/01/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,34170,$45.96,January
1404,62,17,14/03/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,33879,$179.44,March
1405,3,16,17/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37220,"$1,702.55",August
1407,7,1404,01/11/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,37838,$745.94,November
1409,48,2205,04/05/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848,$812.44,May
1411,79,1183,30/07/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,39298,$737.57,July
1412,57,3240,05/09/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,42172,"$1,630.25",September
1413,79,2446,20/10/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873,$737.57,October
1415,46,1528,25/04/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361,"$1,544.61",April
1416,57,2088,26/05/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34143,"$1,630.25",May
1417,8,1311,16/02/2017,TRUE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",38693,$187.39,February
1418,22,36,08/04/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165,$15.08,April
1419,83,421,23/02/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,36367,"$1,408.91",February
1420,0,988,09/09/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206,$110.56,September
1421,9,2651,29/03/2017,TRUE,Cancelled,OHM Cycles,Road,medium,medium,742.54,$667.40,41701,$75.14,March
1422,3,2469,15/04/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37659,"$1,702.55",April
1423,78,2982,02/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,33429,"$1,055.82",September
1424,7,770,02/08/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",35052,$144.26,August
1425,79,1813,12/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873,$737.57,December
1426,92,1252,09/07/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",36145,$155.65,July
1427,82,1642,07/10/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,36145,$459.46,October
1434,79,2312,29/04/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,39298,$737.57,April
1436,30,2938,12/06/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,42105,$299.27,June
1437,53,1992,27/02/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,39915,$693.76,February
1439,48,2858,21/08/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,42688,$812.44,August
1440,26,2574,24/10/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115,"$1,230.30",October
1441,43,1370,21/10/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498,$502.47,October
1442,5,110,19/01/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784,$114.93,January
1444,83,901,09/10/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,36367,"$1,408.91",October
1445,32,1244,14/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337,$431.33,November
1446,54,249,19/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145,"$1,028.76",June
1447,1,1783,10/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688,$448.68,November
1448,10,736,19/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499,"$1,612.25",December
1449,1,173,03/01/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,35667,$448.68,January
1450,49,2611,01/07/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064,$133.38,July
1451,44,2351,05/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,37668,"$1,660.88",November
1452,96,422,03/07/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539,$129.01,July
1454,1,2608,13/12/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38573,$448.68,December
1455,36,1761,03/09/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,35560,$437.46,September
1456,65,1957,01/05/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145,"$1,028.76",May
1459,42,874,14/05/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",34071,$199.10,May
1460,7,163,06/07/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",35052,$144.26,July
1462,33,3101,06/10/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",39526,$199.10,October
1465,7,1659,20/05/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",40618,$144.26,May
1466,69,1700,24/08/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,42226,$445.21,August
1467,89,1894,27/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,38750,"$1,230.27",August
1469,93,325,13/05/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,42458,$834.94,May
1470,55,1104,19/12/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823,"$1,295.43",December
1471,0,1647,18/05/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35470,$133.38,May
1472,27,2715,27/06/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334,$110.81,June
1476,31,1939,13/06/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40618,$57.73,June
1477,13,1699,03/09/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,38693,$574.62,September
1479,57,1554,06/09/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34586,"$1,630.25",September
1481,31,2461,23/04/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031,$57.73,April
1485,63,1461,12/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,42105,"$1,383.61",December
1486,69,85,18/01/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879,$198.22,January
1490,53,251,05/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,40779,$693.76,November
1491,79,1081,18/12/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873,$737.57,December
1492,0,1623,28/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,33259,$45.96,December
1493,64,244,19/06/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047,$872.89,June
